id,date_string,coordinates,PowderyMildew,longitude,latitude,year,month,day,Date,Temperature_day_of_mean,Temperature_day_of_min,Temperature_day_of_max,Temperature_day_of_median,Temperature_day_before_after_mean,Temperature_day_before_after_min,Temperature_day_before_after_max,Temperature_day_before_after_median,Temperature_three_days_mean,Temperature_three_days_min,Temperature_three_days_max,Temperature_three_days_median,Temperature_one_week_mean,Temperature_one_week_min,Temperature_one_week_max,Temperature_one_week_median,Temperature_two_weeks_mean,Temperature_two_weeks_min,Temperature_two_weeks_max,Temperature_two_weeks_median,Humidity_day_of_mean,Humidity_day_of_min,Humidity_day_of_max,Humidity_day_of_median,Humidity_day_before_after_mean,Humidity_day_before_after_min,Humidity_day_before_after_max,Humidity_day_before_after_median,Humidity_three_days_mean,Humidity_three_days_min,Humidity_three_days_max,Humidity_three_days_median,Humidity_one_week_mean,Humidity_one_week_min,Humidity_one_week_max,Humidity_one_week_median,Humidity_two_weeks_mean,Humidity_two_weeks_min,Humidity_two_weeks_max,Humidity_two_weeks_median,Dew/Frost Point_day_of_mean,Dew/Frost Point_day_of_min,Dew/Frost Point_day_of_max,Dew/Frost Point_day_of_median,Dew/Frost Point_day_before_after_mean,Dew/Frost Point_day_before_after_min,Dew/Frost Point_day_before_after_max,Dew/Frost Point_day_before_after_median,Dew/Frost Point_three_days_mean,Dew/Frost Point_three_days_min,Dew/Frost Point_three_days_max,Dew/Frost Point_three_days_median,Dew/Frost Point_one_week_mean,Dew/Frost Point_one_week_min,Dew/Frost Point_one_week_max,Dew/Frost Point_one_week_median,Dew/Frost Point_two_weeks_mean,Dew/Frost Point_two_weeks_min,Dew/Frost Point_two_weeks_max,Dew/Frost Point_two_weeks_median,Wet Bulb Temperature_day_of_mean,Wet Bulb Temperature_day_of_min,Wet Bulb Temperature_day_of_max,Wet Bulb Temperature_day_of_median,Wet Bulb Temperature_day_before_after_mean,Wet Bulb Temperature_day_before_after_min,Wet Bulb Temperature_day_before_after_max,Wet Bulb Temperature_day_before_after_median,Wet Bulb Temperature_three_days_mean,Wet Bulb Temperature_three_days_min,Wet Bulb Temperature_three_days_max,Wet Bulb Temperature_three_days_median,Wet Bulb Temperature_one_week_mean,Wet Bulb Temperature_one_week_min,Wet Bulb Temperature_one_week_max,Wet Bulb Temperature_one_week_median,Wet Bulb Temperature_two_weeks_mean,Wet Bulb Temperature_two_weeks_min,Wet Bulb Temperature_two_weeks_max,Wet Bulb Temperature_two_weeks_median,Precipitation_day_of_mean,Precipitation_day_of_min,Precipitation_day_of_max,Precipitation_day_of_median,Precipitation_day_before_after_mean,Precipitation_day_before_after_min,Precipitation_day_before_after_max,Precipitation_day_before_after_median,Precipitation_three_days_mean,Precipitation_three_days_min,Precipitation_three_days_max,Precipitation_three_days_median,Precipitation_one_week_mean,Precipitation_one_week_min,Precipitation_one_week_max,Precipitation_one_week_median,Precipitation_two_weeks_mean,Precipitation_two_weeks_min,Precipitation_two_weeks_max,Precipitation_two_weeks_median,Soil Temperature_day_of_mean,Soil Temperature_day_of_min,Soil Temperature_day_of_max,Soil Temperature_day_of_median,Soil Temperature_day_before_after_mean,Soil Temperature_day_before_after_min,Soil Temperature_day_before_after_max,Soil Temperature_day_before_after_median,Soil Temperature_three_days_mean,Soil Temperature_three_days_min,Soil Temperature_three_days_max,Soil Temperature_three_days_median,Soil Temperature_one_week_mean,Soil Temperature_one_week_min,Soil Temperature_one_week_max,Soil Temperature_one_week_median,Soil Temperature_two_weeks_mean,Soil Temperature_two_weeks_min,Soil Temperature_two_weeks_max,Soil Temperature_two_weeks_median,day_of_year
48688154,2020-06-06T14:17:01-04:00,"[-73.9520673641, 40.7700205967]",True,-73.9520673641,40.7700205967,2020,6,6,2020-06-06,22.469583333333333,16.48,28.06,21.619999999999997,21.741249999999997,16.48,28.06,20.715,21.319062499999998,14.71,28.06,20.695,18.676718750000003,6.7,28.06,18.53,17.879499999999997,6.7,28.06,17.97,78.49291666666666,61.95,98.68,75.155,83.91125,61.95,98.68,86.2,84.69010416666667,53.83,98.68,90.725,78.00833333333334,43.46,99.05,82.11,81.80141666666667,43.46,100.0,84.475,18.236666666666668,13.77,20.99,18.255,18.63270833333333,13.77,20.99,19.01,18.359479166666667,13.77,20.99,18.545,14.3490625,4.63,20.99,15.92,14.404055555555553,4.63,20.99,15.41,20.352500000000003,15.12,24.15,20.0,20.186458333333334,15.12,24.15,20.11,19.8390625,14.46,24.15,20.11,16.51307291666667,5.8,24.15,17.295,16.14183333333333,5.8,24.15,16.375,3.2045833333333333,0.0,18.44,1.13,5.245416666666667,0.0,20.33,1.6749999999999998,4.601354166666667,0.0,36.65,1.45,2.5744270833333336,0.0,36.65,0.05,2.427,0.0,39.12,0.215,21.550833333333333,18.36,25.04,21.365000000000002,20.987083333333334,18.17,25.04,20.59,20.215833333333332,14.87,25.04,20.285,18.084374999999998,9.58,25.04,18.19,17.365722222222225,9.58,25.04,17.36,158
116476822,2022-05-10T16:37:09-04:00,"[-73.95191313710001, 40.7701800205]",True,-73.95191313710001,40.7701800205,2022,5,10,2022-05-10,11.411666666666667,3.99,19.2,10.705,10.913124999999999,3.39,19.2,10.219999999999999,10.064270833333333,3.39,19.2,9.370000000000001,11.476979166666666,3.39,20.72,10.8,10.566472222222224,0.37,20.72,10.344999999999999,58.92416666666666,40.8,75.46,64.99000000000001,58.47479166666667,38.03,84.64,57.57,66.69927083333333,38.03,96.88,70.58,75.15541666666667,38.03,100.0,78.33,74.20238888888889,36.8,100.0,78.99,3.210416666666667,0.02,7.39,2.915,2.553125,0.02,7.39,2.125,3.624791666666667,0.02,8.96,3.3,6.734114583333334,0.02,14.51,7.875,5.601444444444445,-3.35,14.51,5.795,7.309583333333333,2.02,12.8,6.984999999999999,6.732291666666666,2.02,12.8,6.4,6.844166666666666,2.02,12.8,6.82,9.10546875,2.02,15.95,9.14,8.083888888888888,-0.63,15.95,8.61,0.006250000000000001,0.0,0.05,0.0,0.0031250000000000006,0.0,0.05,0.0,5.243333333333333,0.0,42.58,0.0,4.61421875,0.0,42.58,0.065,3.1053333333333337,0.0,45.01,0.015,10.504583333333334,5.76,15.38,10.545,10.182291666666666,5.68,15.38,10.105,9.826354166666667,5.68,15.38,9.81,11.124843749999998,5.68,17.9,10.93,10.237972222222222,2.54,17.9,10.295,130
169576529,2023-06-26T09:10:01+02:00,"[8.80802725, 50.8119201389]",True,8.80802725,50.8119201389,2023,6,26,2023-06-26,18.71375,12.89,22.48,18.47,20.003125,12.89,26.62,20.025,19.11125,12.89,26.62,18.94,20.07989583333333,12.89,26.62,20.020000000000003,18.860083333333332,9.31,26.62,19.134999999999998,71.52416666666666,54.26,91.38,68.545,70.06875000000001,52.01,91.38,68.07,73.07677083333333,52.01,97.27,71.295,75.89890625,52.01,99.89,77.205,71.98466666666667,43.08,99.89,72.66,13.297916666666666,11.0,15.89,13.11,14.101666666666668,11.0,17.9,13.895,13.8509375,11.0,17.9,13.719999999999999,15.419375,11.0,20.27,15.754999999999999,13.315222222222221,6.83,20.27,12.870000000000001,16.005416666666665,12.22,19.11,15.805,17.051875,12.22,21.31,16.97,16.4809375,12.22,21.31,16.545,17.74953125,12.22,22.54,17.88,16.087666666666664,8.54,22.54,16.25,0.2175,0.0,2.15,0.01,0.11020833333333335,0.0,2.15,0.0,1.4561458333333335,0.0,18.63,0.0,4.328854166666667,0.0,136.41,0.315,2.3542222222222224,0.0,136.41,0.01,19.207916666666666,16.51,21.55,19.11,19.816041666666667,15.75,24.54,19.49,19.05020833333333,13.69,24.54,18.810000000000002,19.621614583333333,13.69,24.54,19.49,18.343305555555556,11.98,24.54,18.564999999999998,177
206356226,2024-04-09T19:08:00-04:00,"[-76.3073433611, 38.9860498889]",True,-76.3073433611,38.9860498889,2024,4,9,2024-04-09,15.145833333333334,8.42,22.56,14.76,13.605416666666665,6.65,22.56,13.75,11.234375,2.59,22.56,11.11,10.016666666666667,2.59,22.56,9.629999999999999,9.458666666666666,0.8,22.56,9.25,82.80375,51.07,100.0,88.15,78.22229166666666,50.62,100.0,81.545,77.10802083333333,50.62,100.0,79.91499999999999,82.85614583333331,50.62,100.0,88.93,83.83588888888889,49.59,100.0,88.47,12.018333333333333,9.7,14.47,12.47,9.595208333333334,4.07,14.47,9.97,7.076666666666667,1.67,14.47,5.97,6.994270833333334,1.67,14.47,6.09,6.639083333333334,-0.12,14.47,6.55,13.581666666666665,9.06,17.29,13.93,11.599583333333333,5.45,17.29,11.425,9.155520833333334,2.13,17.29,8.93,8.505572916666667,2.13,17.29,8.18,8.049166666666666,0.8,17.29,8.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.015260416666666,0.0,106.79,0.0,5.554472222222222,0.0,106.79,0.02,13.607916666666668,8.23,19.03,14.21,11.8075,3.9,19.03,12.255,9.868541666666667,3.57,19.03,9.504999999999999,9.397291666666666,3.57,19.03,9.1,8.858305555555555,1.4,19.03,8.875,100
162498461,2023-05-19T16:44:24+02:00,"[12.9216153547, 48.6943073404]",True,12.9216153547,48.6943073404,2023,5,19,2023-05-19,12.145416666666668,4.62,17.35,12.93,11.004375000000001,2.96,17.35,11.844999999999999,10.590625000000001,2.96,17.35,10.42,10.678125,2.96,17.35,10.325,11.776555555555554,2.96,21.92,11.59,78.53541666666666,62.84,95.4,79.405,76.81791666666666,52.73,98.71,79.405,80.46697916666666,52.73,100.0,83.945,83.1959375,52.73,100.0,86.63,81.70025,52.73,100.0,83.94999999999999,8.337916666666667,3.97,11.67,9.67,6.779583333333334,2.53,11.67,6.41,7.127395833333334,2.53,11.67,6.77,7.750989583333333,2.53,11.67,8.12,8.518805555555556,2.53,14.59,8.85,10.241249999999999,4.29,14.16,11.239999999999998,8.891666666666666,2.75,14.16,9.135,8.858333333333334,2.75,14.16,8.745000000000001,9.214010416666667,2.75,14.16,9.09,10.147499999999999,2.75,17.19,10.03,0.006666666666666667,0.0,0.03,0.0,0.028958333333333336,0.0,0.27,0.01,3.3011458333333334,0.0,24.98,0.1,3.8132812499999997,0.0,37.66,0.44499999999999995,4.126333333333333,0.0,45.83,0.27,11.415,7.07,14.94,12.34,10.5975,5.49,14.94,10.995000000000001,10.588229166666666,5.49,14.94,10.445,10.707916666666668,5.49,14.94,10.504999999999999,11.58697222222222,5.49,17.91,11.46,139
161092221,2023-05-11T15:45:23+01:00,"[-0.3697666526, 53.7434492925]",True,-0.3697666526,53.7434492925,2023,5,11,2023-05-11,11.405833333333334,7.87,15.01,11.55,11.788124999999999,7.43,16.58,11.995000000000001,12.576979166666666,7.43,17.73,12.805,12.507760416666665,5.89,19.67,12.42,11.316722222222221,3.23,19.67,11.175,88.68958333333335,71.32,100.0,91.33500000000001,87.0725,64.3,100.0,92.07,87.756875,64.3,100.0,90.655,86.68932291666665,63.17,100.0,90.245,84.94352777777777,54.54,100.0,89.33500000000001,9.524583333333332,7.89,11.03,9.91,9.571666666666667,7.12,11.89,9.844999999999999,10.501770833333333,7.12,13.02,10.555,10.25625,4.89,14.25,10.7,8.75836111111111,2.81,14.25,9.17,10.46625,7.88,12.48,10.935,10.680416666666668,7.28,13.5,11.030000000000001,11.539375,7.28,14.92,11.99,11.381770833333334,5.54,16.1,11.69,10.037361111111112,3.36,16.1,9.85,4.422083333333333,0.16,12.15,2.775,4.147916666666667,0.14,12.15,2.545,4.9236458333333335,0.0,30.99,2.5999999999999996,3.4434375000000004,0.0,30.99,1.08,2.8119722222222228,0.0,58.15,0.59,11.672083333333333,9.31,13.87,11.559999999999999,12.030000000000001,9.31,15.0,11.955,12.519062500000002,9.31,15.39,12.59,12.083125,7.06,17.41,12.17,11.051166666666669,4.68,17.41,11.254999999999999,131
46649011,2020-05-20T15:26:43-04:00,"[-73.9518015739, 40.7702740236]",True,-73.9518015739,40.7702740236,2020,5,20,2020-05-20,11.385,5.77,17.23,10.315000000000001,12.199166666666665,5.77,17.85,11.27,12.744479166666666,5.77,17.85,11.809999999999999,13.315468749999999,1.06,24.56,13.485,10.857527777777777,0.75,24.56,10.86,70.215,43.03,97.9,73.64500000000001,70.09895833333333,43.03,97.9,73.64500000000001,74.60312499999999,43.03,97.9,78.81,74.89072916666667,37.41,98.66,81.28,73.95766666666667,35.77,100.0,77.91,5.46875,4.25,6.9,5.49,6.265833333333333,4.25,10.23,5.98,7.889791666666667,4.25,11.37,8.74,8.432135416666668,-3.33,17.51,9.17,5.882555555555556,-4.96,17.51,5.79,8.425833333333333,5.59,10.89,7.865,9.231666666666667,5.59,11.55,9.625,10.316875000000001,5.59,13.7,10.295,10.8734375,0.81,20.79,10.7,8.369666666666667,-1.04,20.79,8.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114375,0.0,2.51,0.0,1.2095833333333335,0.0,44.25,0.0,1.7735833333333337,0.0,45.55,0.01,11.78125,8.81,15.31,11.035,12.298124999999999,8.81,15.44,11.760000000000002,12.917187500000002,8.81,16.3,12.715,12.861875000000003,3.86,20.2,12.780000000000001,10.704083333333333,2.55,20.2,11.0,141
236148702,2024-08-16T13:58:49-06:00,"[-111.817271, 40.637092]",True,-111.817271,40.637092,2024,8,16,2024-08-16,24.38208333333333,15.89,32.9,23.799999999999997,23.917708333333334,14.73,32.9,23.185000000000002,23.361979166666668,14.73,32.9,22.185000000000002,24.474322916666665,14.73,34.76,23.285,26.151083333333332,14.73,37.27,25.595,30.13166666666667,13.8,49.57,31.935,32.83083333333334,13.8,64.91,32.22,41.78604166666667,13.8,87.68,36.97,42.76322916666667,13.8,89.86,38.345,37.61783333333334,11.44,89.86,32.95,4.202083333333333,-0.86,8.86,4.93,4.684166666666666,-0.86,9.06,5.12,7.394479166666667,-0.86,17.02,6.91,8.820572916666668,-0.86,17.17,8.3,8.528722222222223,-0.86,17.17,9.175,14.291666666666666,10.24,19.07,13.335,14.300208333333332,10.24,19.07,14.085,15.377916666666666,10.24,19.76,15.65,16.64734375,10.24,20.83,16.705,17.340055555555555,10.24,24.86,17.465,0.0,0.0,0.0,0.0,0.49,0.0,9.71,0.0,5.013854166666667,0.0,59.78,0.015,3.7364583333333337,0.0,59.78,0.19,2.0876388888888893,0.0,59.78,0.005,24.140833333333333,17.08,31.24,24.055,23.876875000000002,17.08,31.24,23.66,23.791562499999998,17.08,31.24,23.244999999999997,25.22536458333333,17.08,34.19,24.715,26.517083333333332,17.08,35.8,26.04,229
209672068,2024-04-26T18:24:28+01:00,"[-1.9420651, 52.4341667]",True,-1.9420651,52.4341667,2024,4,26,2024-04-26,5.784583333333333,-0.25,10.54,6.045,5.904374999999999,-0.25,11.29,5.695,6.702916666666667,-0.25,11.88,6.3149999999999995,7.041458333333334,-0.25,12.94,6.835,7.697222222222222,-0.25,17.01,7.9399999999999995,78.72541666666667,52.13,100.0,85.425,80.21104166666667,52.13,100.0,85.16499999999999,78.71760416666666,52.13,100.0,81.745,80.32765625,49.69,100.0,86.725,81.44269444444446,49.69,100.0,87.47999999999999,1.9462499999999998,0.19,4.49,1.4249999999999998,2.4345833333333333,0.19,5.0,2.035,2.919583333333333,0.19,5.64,3.4699999999999998,3.558802083333333,0.07,8.06,3.735,4.445666666666667,0.07,12.42,4.265,3.8650000000000007,-0.03,6.2,4.77,4.168958333333333,-0.03,7.82,4.77,4.811354166666667,-0.03,7.83,5.125,5.300104166666666,-0.03,9.95,5.3149999999999995,6.0715,-0.03,14.71,5.91,0.14833333333333334,0.02,0.32,0.16,0.47875,0.0,2.3,0.20500000000000002,0.47031249999999997,0.0,2.96,0.195,1.0163020833333334,0.0,15.16,0.215,1.0750555555555554,0.0,23.56,0.21,6.384583333333334,2.49,9.83,6.72,6.463541666666667,2.49,10.07,6.72,7.1215625000000005,2.49,10.75,7.005,7.439375000000001,2.49,11.68,7.485,8.053444444444445,2.49,14.04,7.955,117
63125454,2020-06-09T15:13:00-10:00,"[27.5321948508, 53.8439302986]",True,27.5321948508,53.8439302986,2020,6,9,2020-06-09,20.603333333333335,16.6,24.09,20.619999999999997,20.863333333333333,15.2,27.05,20.619999999999997,19.263229166666665,11.55,27.05,19.195,15.209322916666666,6.65,27.05,15.114999999999998,14.151277777777779,5.89,27.05,13.925,86.44541666666667,70.56,96.34,89.845,84.02,61.33,98.56,87.43,83.60614583333334,55.39,98.56,87.045,84.28505208333334,55.39,100.0,87.53,81.9693888888889,51.59,100.0,86.38499999999999,18.192916666666665,16.03,20.3,18.47,17.885625,14.72,20.4,18.34,16.218020833333334,11.31,20.4,16.525,12.360156250000001,6.36,20.4,12.125,10.895944444444444,2.65,20.4,9.735,19.398750000000003,16.32,21.67,19.685000000000002,19.375,14.96,23.07,19.405,17.741249999999997,11.43,23.07,17.415,13.78515625,6.68,23.07,14.375,12.52397222222222,5.73,23.07,11.844999999999999,4.041666666666667,0.18,16.04,3.085,2.3922916666666665,0.0,16.04,1.145,1.9904166666666665,0.0,16.04,1.0350000000000001,4.086614583333333,0.0,35.77,1.1400000000000001,3.9941388888888887,0.0,48.0,1.04,19.00166666666667,16.78,20.86,19.265,18.904375,15.21,22.42,19.185000000000002,17.421458333333334,12.38,22.42,17.585,14.152708333333335,7.92,22.42,14.145,13.25311111111111,7.27,22.42,12.81,161
